35,8-679-4--34--1-792-7--53----2--845-----239--4--8---6--591-----7-----7--6-6-92-38-
35,-2-1--59-5-46-3--881-4593---5936--8-4---95---7-3--8--1-4----81-9----4------53--4-
35,9---63-7-36-872--9-7----6-37---9------564--9--29538--7-9-4--7214----6--8--27-----
35,9-215-34----984-----5---98-14-8---3---7----98328---7--5----18232--3--4---13--2--9
35,51--8-64-48-1-29---9---4--1-2----56-8----129-3-9-258--73-8-----2---9--5-94-2-3---
35,7-68-932--2-673--5-8--41----5------3--143-6--23-7----44--3--21--67--2---3---645--
35,---6-7--16-------2-81-2-6-3-6-4827-----1-32------5-386428-7--6-316--8--775------8
35,--3-8-----21----4-96-2-----81--4-67223---8--5-965-2-83-5-8---9-------15-14965-8--
35,-4---9--23--52-----271--3--259---7-3-7--3---8-83---4-98---1---79----3-2573--98-41
35,2--7-83----8--1-72-7394286--8--26---6--8-------7--9-8575-----2-9---741--8-26----4
35,-38-----6--19----8-268--------35--4181-27-56-3-5-6-2----2-83-5-1-74--6--6-37--8--
35,-65-3--483-468-2---821---5---9--4------3-8-24---56----4---5683-69-8----5-5---316-
35,---259-6-9-24-65--5--3---2-25---8--91---9--38-98--1---6-5---391-----34---1-9-5-76
35,9-8312-----------2-2-65--19---9--6-721---39--3974--12--7-1----3--27-5---5-4-89-6-
35,---78----796--2-81-25-136---------626-7--8-----216---82-4-3-----685-172-9--62---3
35,-2-5--7----79--3-2--3-2------5-9-1-3--1-7-68-3----5--797-2-183--324---7--14-389--
35,-36---95-41--29-7-87---6--1-4----------685---7-31--8--92-537----679--42---1-62--7
35,--3-52-8---7--8------69--53-7-9138--------6911895--3-73--4-9----5-86--3-91--3--7-
35,317---64842-67--9---934-21---------3-3--245----6-13---1-5-89-3-7---3---994-----5-
35,--4-6---5-56-49--3328-7---6-3-4-6-79-69--74-----9--------718---8--69413--4---5-9-
35,9-2--86-71-42---89--71---4--91---8-----815---------1-63---2946824----7----9-6152-
35,--4-2---732--67-4-7---356-------2---8-----932-3-68-714-72816-5-6---9-271--------9
35,-14-79-3-25--4-------3584-2--68-------5-6---3-8---56-7-6---3-7-327694--5-41----6-
35,-5--3--4-32-41-5--8----5--2-3-5-8-1----3-62---621--8---1------89852---7--469-132-
35,-4-9-87---2-15----9--34-158639---4-2--24--63--1-2----5-516---8---4-23------8---64
35,---1---9--947-32--25---87--3----4--241-6---8-----8-94792-4--8--64-8-7----78-95--4
35,8-47----617--6--35963-8-7--61-97----------68----634------8-6---5-734-9--39--2-41-
35,---7-83-1--765---416--2487-38-2---5-4----5---5---8-21-71---3--2--3-----8954-6---7
35,-1-----635-64-1-2---43-61--3-1-48---2--6---9--5--19---16--94-3-48----619---16-5--
35,-3--2-8-7--7---24--2--6-9-39---3-----82-47---3642591-875---2--4--9------2-859--3-
35,9-185-----8--273-1------82-5---3-2--37-4-1--8-14--29-38-9-1-43---7---18-1---7-5--
35,1-------7----351645--76-8-9-7--9---14--1-3-8--618-----63-4---1895--17--6----5-9-3
35,62--31---543--8196-17---2-5--1-764--7---4--2------3--1-6--1---493-6----2-7----368
35,-1------2--85--36-534--2-----2--58-7-5--8---9---6214-3----941--4---1-23-721-56--4
35,-7---5----68-1-4-34--7--6---------14-9----738--73-4--6-31-6-549749-58----56-3--8-
