32,-9--7-3-2--12----------46--6--3--2-1-786---5---45-8--72-------44-3--2-7-98-4--526
32,---23---8--5--13--43-7---155----3-9--8-1------23--45-7-47------95-4----33-8---421
32,----96--3------8--351-8792-----61--5--5--4--9-86---34-5--6-8-----2-3-61-6-4--95--
32,---5---1372---8-6---6----------631--6352--9-718-9------6-7-2-9--78--1-2----3596--
32,3--8-----------483----537-----56-39753--7------893--5----3---28-6--92-3--53--6-79
32,63-1825-99--------2516---3-8-5-6--9-4-----153-1--9--8---6-----5-9---53--5--24----
32,5--34-----4----1--1-2-----9--5-8--1----6-9354--12-78-----5-82433---9-561----3-9--
32,48---5--2-9-41---8----87--161----4-58-9------57-124-----8----17------5-47-42-1--9
32,-------------3-9-2-1-9-258-------3---3--7--29-98613--7563---7-88----72---2-3896--
32,--4-76----38--4--96-73-2--------82-6--27--5--9----134--5--43-------956-44-32----5
32,----2469--6---7---2-1-6---7-9-2-8-6-6-5-7-3-97--------4---8---6---6-29188--9--5-4
32,4719---6--6------4---6---2-----96--52-----43---7254-9--1--679-2-8942-61---6------
