30,-45--2-1---34---6----1-53473--2-----4-28------59-4-----8------35--6-1--97-1-2-4--
30,7---6--19-2917-----8---9-----7--1--8---7--6-369--8-72-9--81-2-5---25-1-------7---
30,--6-1--57--5-8-1--1----------3---4-2--47-8--151-46--7--41----3----6-184-6---7--1-
30,----42--7---7--1---4-3-6---23-4-9--17----16-------3-79----------2--1-98-961834-2-
30,---9----191---3-7------736---5279----89-36-14-6--------36--2--77---81--58------9-
30,2--816-9--362----11-9--5----6-1---3--------6-57--------54-3---63-----9---17-2934-
30,4689---3---2-63---7----58-----5-----32--9-----56-----9--7-5-28-----873966-3-2----
30,68---31---13--7---9---4---88---7-9---91-----6-3-6-928-3-8-5--47----6-3-----3---9-
30,98-1--43-17----96--3---9-7---6-2--1-79-3-----3-8-6-------21-39--1----6----3---1-4
30,4----1-6-3--8-72------2---3-836---7---27--63---7-9-8-48-----92--61-79-4--9-------
30,--28---1-3--7------8--1-7-6--9--3---6---9-----3--816-----962----6-34--57-9--7-362
30,---26----93-54-71-4--9-1-6-3-21---96----3----5-4--61-3-5------1------9-----329-5-
30,----63---5-----------5-87--4-9-7--21--789-4-6---62-57-9--2--15-6-54--9-2------3--
30,--3-659--2---1----5-4--2---4--628------34-2----6-----4-4---358-----5963-3-9---42-
30,32-4--6---6--238-1-----7-2-7---35-9----8-2--5----9-3--43-----7----3--4-2--2-481--
30,--5---7-89------61---8-6549-------97--8519---394-----------2----72--38-41--68-9--
30,-6-7-4-3---7-1-9---9---852-------47--14352--9--8--7--5--6---------976--33----1-4-
30,---9-367-36----4--1--4----35------4---6-2-5-1--25-9-6-----4129-6----5-84----7-3--
30,-7--28-----273--6-83-6-4--9-63-------87-----2---17------6-812-3-------167-1--3--8
30,-1-7-5---2-8------57--49--8-49--182-----9--7-135-----9-----8--1--35-----8---27-54
30,--97-8-5-586-917----7--4----------65-2-86-1---6-1---3-87--------5------81--5-36-7
30,5--8---7--3--2-6--12----9---1--8-2-6---3-284---41-6--7-92-31-------7-42-------18-
30,3-4-6758---------6-7-8----9--1-5-2----8-3-4-14-2----3---32-5-18-9---6---1-7----5-
30,---6----8-----3-----7-91-6---14-9-7---513-8----4-8---6-4----78-9---68-5475---4--2
30,8--1---95----5----9-----3--3---7-68-26--18-------2-9-143----728-85-9--3------315-
30,71---8--2-----2831823--9---2---3-54--------1--96------38172---94----31-----1--2--
30,8--9-6-5-----1-3-8--9--812--9--6-7--13-28---9-------34-5-74--1---4---6----8--19--
30,-------791---925---2--574--2----9--7--6------75----9413-----19---53---2647--16---
30,-982--6--2-----------93--1---4-8---2-7-3---95----7---6-21--836--69-----453--2-98-
30,-1-5----85---4---3------7--1---7-834-8-1-4-6--423--5--86-2----7-5---76-----9---85
30,-4-3-7-----5-8-23138-2-1----13---62---28---9------27-------94-24--5---1--2-7--9--
30,2-3--7--568---2--3----1---------978-92--6--31---27---------365---6-8----4-1726--8
30,5--9---7-7-2--69-------7-6----6---95--1-75---6-5-1--3---3-9---7-5-86--2--1---25-6
30,---548-6------9--5-9---71--9----56----6-2---7-7---1-42-8-9---54-2935-8-----7-4---
30,--8----9--94-----72-37--1---7----436-6--3--2--3--2--711-94---------7---4-4721---3
30,---48-7--7---2--64---5--812-7-2---86-8--7-------8-53-9--6-41--7----521--2-4------
30,8-43-1-9-----------57---8-69----8-7--1-7-346-3--9--1--6---853--4------1-7--1-9--4
30,4-9-3-5---3---5---5----297-9-6--1--42-4----3-----4-6-----8--3------23459---1-97-8
30,76---9---1-----48--583--67-5--6-39-7-------45---7--3----4917-3----4--1--6-5-----4
30,362----------6--5--5---29-3-9-71----7-1-536---------4--231-6---9--435--64----7-3-
30,--------1---6------271--8-65---761-8196-24----78-----2---79--5---1-6-289----8--1-
30,6-19-7----3---45785--------7-----2-92--7--3-5--3--21-7-2---17--47-62----1-------2
30,--49-25-1----8---3-56-1----6-13------3---7-69-----6-2---3----1---865--3--1723-9--
30,-3----8--815-----3-6--8---93-4-61--------9-----983---1-5-193-7--9-2--1-----5--298
30,-7------1--2--1--85---6-27----34-8-5---615----1-9-863---87--5-------6--99-6-3--2-
30,-----8-4--94---8--28----6973----9-8----381--5-12------123-7----57--26--9-4----5--
30,3-45---6--16-92-7-----1---3------312-53--8---2-1-369-5--8--57--6------3--2---3---
30,731--4-5-----7---8---1----6-8-7-3----5----693-43-6----37--265------3-46-6--4----7
30,-------------1-5-8-4-782---681-7--5-3--45---6-----682--67--1-----5-3-76---36-7-1-
30,251-9----83724-65---6----8-58----7---29-------64-7-9-----5---7--1--83--------642-
30,7-8--5------4-9---3---8---25-9-42--6----5-2-4--3-76-8-9--6-3-----15--3--4-58--1--
30,-4---7321---82-5-42---4--9--54-1------2--6--3------7--59-----3-76--512---23--8---
30,---239--1-4---89-2-3--------------13--39-62---18---79-12-4--3-----37--2-36---2--4
30,6---1------36-7-----85243--54--3----------5-7932----4-86-9---2---4-8--7--7--5-6-9
30,-----------4--1--79-872-4---4597-1-31-2---5-67----5-2---78---5-----16---431--7---
30,1-----4-34-5-7--2-----34-1-----5--3-913--72---56-2-7--2-9-1--4--------87---4--95-
30,1----------9-4---7--83--1---92-31-48-14-58-----39--21----87-321--------9-3--25---
30,---3-68----3---4629---2-1--3----4-1---7-12----416-92---6-1----9-258--7------6---1
30,------3-136--91------4---96--7-3-45-9----46-8-8--569-3----4---5-9-5-----13-86----
30,2-----4--8-6--237-79-8-42----9---86---2--9--------79-5-5--2---------579---3-68-42
30,6-9-5-4-----64-1----4--768--5-7----8-9--21--7-------6---7-8----1-8--47-5---973-4-
30,-1---8-----69---------576-2-2--3--8-76--941--4---7--6-2--46--------2--34--45-3-76
